Time(s),FilteredDistance(m),SafeDistance(m),DistanceError(m),TargetVelocity(m/s),MeasuredVelocity(m/s),VelocityError(m/s),PIDOutput,PWMOutput
1042.5,2.695,0.318,2.376,0.35,0.346,0.004,254.5,254
1042.65,2.724,0.319,2.405,0.35,0.345,0.005,255.0,254
1042.8,2.74,0.32,2.419,0.35,0.347,0.003,254.7,254
1042.95,2.756,0.322,2.434,0.35,0.351,-0.001,254.2,254
1043.1,2.77,0.323,2.447,0.35,0.353,-0.003,253.7,253
1043.25,2.786,0.324,2.462,0.35,0.355,-0.005,253.2,253
1043.4,2.799,0.325,2.474,0.35,0.356,-0.006,252.7,252
1043.55,2.81,0.325,2.485,0.35,0.354,-0.004,252.8,252
1043.7,2.829,0.326,2.504,0.35,0.354,-0.004,252.6,252
1043.85,2.847,0.326,2.52,0.35,0.357,-0.007,251.6,251
1044.0,2.86,0.327,2.534,0.35,0.356,-0.006,251.6,251
1044.15,2.874,0.327,2.547,0.35,0.358,-0.008,250.8,250
1044.3,2.881,0.328,2.553,0.35,0.357,-0.007,250.4,250
1044.45,2.888,0.328,2.56,0.35,0.36,-0.01,249.4,249
1044.6,2.891,0.329,2.562,0.35,0.362,-0.012,248.4,248
1044.75,2.904,0.33,2.574,0.35,0.365,-0.015,247.0,246
1044.9,2.912,0.331,2.582,0.35,0.366,-0.016,246.0,246
1045.05,2.913,0.331,2.581,0.35,0.368,-0.018,244.6,244
1045.2,2.91,0.332,2.578,0.35,0.366,-0.016,244.1,244
1045.35,2.914,0.332,2.582,0.35,0.366,-0.016,243.0,242
1045.5,2.912,0.332,2.579,0.35,0.365,-0.015,242.4,242
1045.65,2.909,0.332,2.577,0.35,0.363,-0.013,242.0,241
1045.8,2.905,0.332,2.573,0.35,0.364,-0.014,240.8,240
1045.95,2.907,0.332,2.575,0.35,0.365,-0.015,239.9,239
1046.1,2.897,0.332,2.565,0.35,0.364,-0.014,239.3,239
1046.25,2.898,0.332,2.566,0.35,0.364,-0.014,238.5,238
1046.4,2.897,0.332,2.565,0.35,0.362,-0.012,238.0,238
1046.55,2.891,0.332,2.559,0.35,0.362,-0.012,237.4,237
1046.7,2.875,0.331,2.544,0.35,0.361,-0.011,236.9,236
1046.85,2.862,0.331,2.531,0.35,0.36,-0.01,236.4,236
1047.0,2.854,0.331,2.523,0.35,0.362,-0.012,235.4,235
1047.15,2.84,0.331,2.509,0.35,0.364,-0.014,234.2,234
1047.3,2.821,0.331,2.49,0.35,0.363,-0.013,233.7,233
1047.45,2.811,0.331,2.48,0.35,0.362,-0.012,233.2,233
1047.6,2.788,0.331,2.457,0.35,0.362,-0.012,232.4,232
1047.75,2.766,0.331,2.435,0.35,0.363,-0.013,231.5,231
1047.9,2.748,0.331,2.417,0.35,0.362,-0.012,231.0,231
1048.05,2.735,0.331,2.404,0.35,0.362,-0.012,230.1,230
1048.2,2.72,0.331,2.389,0.35,0.362,-0.012,229.5,229
1048.35,2.697,0.331,2.365,0.35,0.364,-0.014,228.4,228
1048.5,2.67,0.331,2.339,0.35,0.362,-0.012,228.1,228
1048.65,2.64,0.331,2.309,0.35,0.36,-0.01,227.9,227
1048.8,2.616,0.33,2.285,0.35,0.357,-0.007,227.8,227
1048.95,2.587,0.33,2.257,0.35,0.358,-0.008,227.1,227
1049.1,2.554,0.33,2.224,0.35,0.358,-0.008,226.8,226
1049.25,2.527,0.33,2.197,0.35,0.36,-0.01,225.8,225
1049.4,2.491,0.33,2.162,0.35,0.359,-0.009,225.6,225
1049.55,2.455,0.329,2.125,0.35,0.357,-0.007,225.4,225
1049.7,2.422,0.329,2.093,0.35,0.359,-0.009,224.5,224
1049.85,2.391,0.33,2.061,0.35,0.36,-0.01,223.8,223
1050.0,2.365,0.329,2.036,0.35,0.358,-0.008,223.6,223
1050.15,2.33,0.329,2.001,0.35,0.356,-0.006,223.7,223
1050.3,2.303,0.329,1.974,0.35,0.354,-0.004,223.8,223
1050.45,2.267,0.328,1.938,0.35,0.356,-0.006,222.9,222
1050.6,2.225,0.328,1.897,0.35,0.355,-0.005,223.0,222
1050.75,2.194,0.328,1.866,0.35,0.353,-0.003,223.1,223
1050.9,2.153,0.327,1.825,0.35,0.352,-0.002,223.0,223
1051.05,2.117,0.327,1.79,0.35,0.353,-0.003,222.8,222
1051.2,2.081,0.327,1.754,0.35,0.352,-0.002,222.9,222
1051.35,2.047,0.327,1.72,0.35,0.354,-0.004,222.2,222
1051.5,2.01,0.327,1.683,0.35,0.355,-0.005,221.9,221
1051.65,1.973,0.327,1.646,0.35,0.353,-0.003,222.0,222
1051.8,1.937,0.327,1.61,0.35,0.354,-0.004,221.7,221
1051.95,1.893,0.327,1.566,0.35,0.353,-0.003,221.6,221
1052.1,1.854,0.327,1.527,0.35,0.354,-0.004,221.2,221
1052.25,1.808,0.327,1.48,0.35,0.356,-0.006,220.6,220
1052.4,1.766,0.327,1.439,0.35,0.357,-0.007,220.0,219
1052.55,1.716,0.327,1.388,0.35,0.355,-0.005,220.1,220
1052.7,1.674,0.328,1.347,0.35,0.357,-0.007,219.3,219
1052.85,1.63,0.328,1.302,0.35,0.355,-0.005,219.4,219
1053.0,1.58,0.328,1.252,0.35,0.356,-0.006,218.8,218
1053.15,1.534,0.327,1.206,0.35,0.353,-0.003,219.1,219
1053.3,1.493,0.327,1.166,0.35,0.353,-0.003,218.9,218
1053.45,1.447,0.327,1.12,0.35,0.354,-0.004,218.6,218
1053.6,1.4,0.327,1.073,0.35,0.353,-0.003,218.6,218
1053.75,1.353,0.327,1.026,0.35,0.353,-0.003,218.5,218
1053.9,1.305,0.326,0.978,0.35,0.351,-0.001,218.8,218
1054.05,1.26,0.326,0.935,0.35,0.348,0.002,219.3,219
1054.2,1.216,0.325,0.891,0.35,0.347,0.003,219.6,219
1054.35,1.181,0.325,0.857,0.35,0.345,0.005,220.3,220
1054.5,1.136,0.324,0.812,0.35,0.346,0.004,220.3,220
1054.65,1.101,0.324,0.777,0.35,0.344,0.006,221.1,221
1054.8,1.068,0.323,0.745,0.35,0.345,0.005,221.0,221
1054.95,1.032,0.323,0.709,0.35,0.347,0.003,221.0,220
1055.1,0.987,0.323,0.664,0.35,0.345,0.005,221.6,221
1055.25,0.944,0.323,0.621,0.35,0.344,0.006,222.1,222
1055.4,0.905,0.323,0.582,0.35,0.345,0.005,222.1,222
1055.55,0.861,0.323,0.538,0.35,0.344,0.006,222.8,222
1055.7,0.83,0.322,0.508,0.35,0.342,0.008,223.5,223
1055.85,0.788,0.322,0.465,0.35,0.344,0.006,223.5,223
1056.0,0.755,0.322,0.433,0.35,0.344,0.006,223.9,223
1056.15,0.716,0.322,0.394,0.35,0.343,0.007,224.5,224
1056.3,0.683,0.322,0.361,0.35,0.345,0.005,224.3,224
1056.45,0.653,0.322,0.331,0.35,0.345,0.005,224.8,224
1056.6,0.617,0.322,0.294,0.35,0.346,0.004,224.8,224
1056.75,0.586,0.323,0.263,0.35,0.346,0.004,225.0,224
1056.9,0.555,0.323,0.233,0.35,0.345,0.005,225.4,225
1057.05,0.527,0.323,0.205,0.35,0.345,0.005,225.7,225
1057.2,0.491,0.323,0.169,0.35,0.345,0.005,226.1,226
1057.35,0.464,0.323,0.141,0.35,0.345,0.005,226.3,226
1057.5,0.441,0.322,0.119,0.35,0.343,0.007,227.2,227
1057.65,0.418,0.322,0.096,0.35,0.342,0.008,227.8,227
1057.8,0.388,0.322,0.066,0.35,0.343,0.007,227.9,227
1057.95,0.365,0.322,0.043,0.35,0.342,0.008,228.6,228
1058.1,0.339,0.322,0.017,0.35,0.342,0.008,228.9,228
1058.25,0.311,0.322,-0.01,0.32,0.345,-0.025,221.3,221
1058.4,0.281,0.322,-0.04,0.29,0.343,-0.053,214.2,214
1058.55,0.266,0.322,-0.056,0.26,0.345,-0.085,204.2,204
1058.7,0.246,0.322,-0.076,0.23,0.344,-0.114,193.2,193
1058.85,0.221,0.322,-0.101,0.2,0.344,-0.144,180.1,180
1059.0,0.195,0.322,-0.127,0.17,0.345,-0.175,165.3,165
1059.15,0.182,0.322,-0.14,0.14,0.343,-0.203,149.1,149
1059.3,0.171,0.321,-0.151,0.11,0.339,-0.229,131.9,131
1059.45,0.155,0.321,-0.166,0.08,0.336,-0.256,112.7,112
1059.6,0.135,0.319,-0.184,0.05,0.332,-0.282,-60.1,0
1059.75,0.123,0.318,-0.194,0.02,0.325,-0.305,-64.8,0
1059.9,0.111,0.315,-0.204,0.0,0.316,-0.316,-77.9,0
1060.05,0.105,0.312,-0.207,0.0,0.307,-0.307,-75.7,0
1060.2,0.1,0.309,-0.209,0.0,0.297,-0.297,-73.2,0
1060.35,0.094,0.305,-0.212,0.0,0.289,-0.289,-71.2,0
1060.5,0.085,0.301,-0.216,0.0,0.28,-0.28,-69.0,0
1060.65,0.073,0.298,-0.224,0.0,0.272,-0.272,-67.2,0
1060.8,0.067,0.294,-0.227,0.0,0.265,-0.265,-65.5,0
1060.95,0.063,0.29,-0.228,0.0,0.257,-0.257,-63.5,0
1061.1,0.067,0.286,-0.219,0.0,0.251,-0.251,-61.9,0
1061.25,0.076,0.283,-0.207,0.0,0.245,-0.245,-60.4,0
1061.4,0.083,0.28,-0.197,0.0,0.241,-0.241,-59.4,0
1061.55,0.088,0.277,-0.189,0.0,0.237,-0.237,-58.5,0
1061.7,0.085,0.274,-0.189,0.0,0.233,-0.233,-57.6,0
1061.85,0.097,0.272,-0.175,0.0,0.23,-0.23,-56.7,0
1062.0,0.106,0.27,-0.164,0.0,0.226,-0.226,-55.8,0
1062.15,0.115,0.268,-0.152,0.0,0.223,-0.223,-54.9,0
1062.3,0.121,0.265,-0.144,0.0,0.217,-0.217,-45.4,0
1062.45,0.126,0.263,-0.137,0.0,0.213,-0.213,-44.5,0
1062.6,0.132,0.261,-0.128,0.0,0.208,-0.208,-43.6,0
1062.75,0.149,0.258,-0.109,0.0,0.202,-0.202,-42.1,0
1062.9,0.158,0.256,-0.098,0.0,0.195,-0.195,-40.8,0
1063.05,0.168,0.253,-0.085,0.0,0.191,-0.191,-39.9,0
1063.2,0.193,0.251,-0.057,0.0,0.187,-0.187,-39.0,0
1063.35,0.204,0.248,-0.044,0.0,0.181,-0.181,-37.8,0
1063.5,0.228,0.246,-0.018,0.0,0.177,-0.177,-37.0,0
1063.65,0.247,0.243,0.003,0.207,0.172,0.034,15.0,14
1063.8,0.271,0.241,0.03,0.35,0.168,0.182,45.6,45
1063.95,0.297,0.239,0.057,0.35,0.168,0.182,50.8,50
1064.1,0.325,0.238,0.087,0.35,0.167,0.183,61.7,61
1064.25,0.348,0.236,0.111,0.35,0.163,0.187,73.3,73
1064.4,0.368,0.235,0.133,0.35,0.16,0.19,84.9,84
1064.55,0.4,0.233,0.167,0.35,0.157,0.193,96.7,96
1064.7,0.428,0.232,0.196,0.35,0.159,0.191,107.4,107
1064.85,0.449,0.231,0.218,0.35,0.157,0.193,119.2,119
1065.0,0.479,0.23,0.248,0.35,0.156,0.194,130.5,130
1065.15,0.514,0.23,0.283,0.35,0.158,0.192,141.4,141
1065.3,0.551,0.23,0.321,0.35,0.162,0.188,151.8,151
1065.45,0.58,0.231,0.349,0.35,0.166,0.184,161.9,161
1065.6,0.605,0.232,0.374,0.35,0.168,0.182,172.3,172
1065.75,0.643,0.232,0.41,0.35,0.169,0.181,182.7,182
1065.9,0.677,0.234,0.443,0.35,0.174,0.176,192.3,192
1066.05,0.709,0.235,0.474,0.35,0.179,0.171,201.3,201
1066.2,0.751,0.237,0.514,0.35,0.182,0.168,210.7,210
1066.35,0.787,0.238,0.549,0.35,0.185,0.165,220.2,220
1066.5,0.826,0.24,0.586,0.35,0.191,0.159,228.4,228
1066.65,0.858,0.242,0.616,0.35,0.194,0.156,237.1,237
1066.8,0.895,0.244,0.651,0.35,0.2,0.15,244.9,244
1066.95,0.938,0.246,0.692,0.35,0.204,0.146,252.9,252
1067.1,0.973,0.248,0.725,0.35,0.209,0.141,260.4,255
1067.25,1.009,0.25,0.759,0.35,0.213,0.137,259.6,255
1067.4,1.056,0.252,0.805,0.35,0.215,0.135,259.2,255
1067.55,1.101,0.254,0.847,0.35,0.222,0.128,257.6,255
1067.7,1.146,0.257,0.889,0.35,0.228,0.122,256.4,255
1067.85,1.193,0.259,0.934,0.35,0.232,0.118,255.6,255
1068.0,1.226,0.261,0.965,0.35,0.238,0.112,254.2,254
1068.15,1.271,0.264,1.008,0.35,0.241,0.109,260.2,255
1068.3,1.312,0.266,1.046,0.35,0.246,0.104,259.2,255
1068.45,1.355,0.268,1.087,0.35,0.25,0.1,258.4,255
1068.6,1.395,0.271,1.124,0.35,0.255,0.095,257.3,255
1068.75,1.435,0.273,1.162,0.35,0.259,0.091,256.3,255
1068.9,1.478,0.275,1.203,0.35,0.263,0.087,255.6,255
1069.05,1.518,0.277,1.241,0.35,0.265,0.085,255.2,255
1069.2,1.568,0.279,1.289,0.35,0.271,0.079,253.9,253
1069.35,1.603,0.281,1.322,0.35,0.274,0.076,257.8,255
1069.5,1.648,0.283,1.364,0.35,0.279,0.071,256.7,255
1069.65,1.691,0.285,1.406,0.35,0.282,0.068,256.3,255
1069.8,1.726,0.287,1.439,0.35,0.287,0.063,255.3,255
1069.95,1.772,0.289,1.483,0.35,0.29,0.06,254.6,254
1070.1,1.818,0.291,1.527,0.35,0.292,0.058,257.8,255
1070.25,1.863,0.292,1.571,0.35,0.292,0.058,257.7,255
1070.4,1.898,0.293,1.605,0.35,0.294,0.056,257.2,255
1070.55,1.935,0.295,1.64,0.35,0.297,0.053,256.6,255
1070.7,1.972,0.296,1.676,0.35,0.301,0.049,255.7,255
1070.85,2.006,0.298,1.709,0.35,0.303,0.047,255.3,255
1071.0,2.055,0.299,1.757,0.35,0.306,0.044,254.7,254
1071.15,2.101,0.3,1.801,0.35,0.309,0.041,256.8,255
1071.3,2.144,0.302,1.842,0.35,0.312,0.038,255.9,255
1071.45,2.178,0.303,1.875,0.35,0.313,0.037,255.9,255
1071.6,2.215,0.304,1.911,0.35,0.314,0.036,255.6,255
1071.75,2.257,0.305,1.952,0.35,0.318,0.032,254.7,254
1071.9,2.294,0.306,1.987,0.35,0.32,0.03,256.2,255
1072.05,2.322,0.308,2.014,0.35,0.324,0.026,255.3,255
1072.2,2.356,0.309,2.047,0.35,0.329,0.021,254.4,254
1072.35,2.385,0.311,2.074,0.35,0.329,0.021,255.6,255
1072.5,2.423,0.312,2.111,0.35,0.332,0.018,255.1,255
1072.65,2.459,0.313,2.146,0.35,0.335,0.015,254.3,254
1072.8,2.497,0.314,2.182,0.35,0.336,0.014,255.1,255
1072.95,2.519,0.316,2.203,0.35,0.339,0.011,254.4,254
1073.1,2.541,0.317,2.224,0.35,0.341,0.009,254.5,254
1073.25,2.573,0.318,2.255,0.35,0.345,0.005,254.3,254
1073.4,2.607,0.319,2.288,0.35,0.344,0.006,254.9,254
1073.55,2.633,0.32,2.313,0.35,0.343,0.007,255.4,255
1073.7,2.663,0.321,2.343,0.35,0.347,0.003,254.5,254
1073.85,2.692,0.322,2.371,0.35,0.348,0.002,254.6,254
1074.0,2.715,0.322,2.393,0.35,0.349,0.001,254.5,254
1074.15,2.733,0.323,2.41,0.35,0.352,-0.002,253.9,253
1074.3,2.76,0.324,2.436,0.35,0.354,-0.004,253.2,253
1074.45,2.773,0.325,2.448,0.35,0.355,-0.005,252.9,252
1074.6,2.793,0.326,2.467,0.35,0.358,-0.008,252.0,251
1074.75,2.81,0.327,2.483,0.35,0.358,-0.008,251.7,251
1074.9,2.826,0.327,2.499,0.35,0.358,-0.008,251.0,251
1075.05,2.842,0.328,2.515,0.35,0.358,-0.008,250.6,250
1075.2,2.853,0.328,2.525,0.35,0.359,-0.009,250.0,250
1075.35,2.865,0.328,2.536,0.35,0.359,-0.009,249.5,249
1075.5,2.878,0.329,2.55,0.35,0.359,-0.009,249.0,248
1075.65,2.884,0.329,2.555,0.35,0.36,-0.01,248.1,248
1075.8,2.888,0.329,2.559,0.35,0.359,-0.009,247.8,247
1075.95,2.893,0.329,2.564,0.35,0.358,-0.008,247.6,247
1076.1,2.903,0.329,2.574,0.35,0.359,-0.009,246.7,246
1076.25,2.911,0.329,2.582,0.35,0.36,-0.01,246.0,246
1076.4,2.911,0.33,2.581,0.35,0.363,-0.013,244.8,244
1076.55,2.91,0.33,2.58,0.35,0.364,-0.014,243.8,243
1076.7,2.909,0.331,2.578,0.35,0.367,-0.017,242.4,242
1076.85,2.914,0.332,2.582,0.35,0.366,-0.016,241.7,241
1077.0,2.92,0.332,2.588,0.35,0.367,-0.017,240.4,240
1077.15,2.916,0.332,2.584,0.35,0.366,-0.016,239.7,239
1077.3,2.921,0.333,2.588,0.35,0.367,-0.017,238.5,238
1077.45,2.923,0.333,2.59,0.35,0.366,-0.016,237.8,237
1077.6,2.913,0.333,2.58,0.35,0.367,-0.017,236.5,236
1077.75,2.901,0.333,2.569,0.35,0.365,-0.015,236.0,236
1077.9,2.895,0.333,2.562,0.35,0.366,-0.016,234.8,234
1078.05,2.885,0.333,2.552,0.35,0.365,-0.015,234.2,234
1078.2,2.871,0.333,2.538,0.35,0.365,-0.015,233.4,233
1078.35,2.86,0.332,2.528,0.35,0.363,-0.013,232.9,232
1078.5,2.851,0.332,2.518,0.35,0.364,-0.014,231.8,231
1078.65,2.832,0.332,2.5,0.35,0.363,-0.013,231.4,231
1078.8,2.821,0.332,2.489,0.35,0.361,-0.011,231.1,231
1078.95,2.801,0.331,2.47,0.35,0.36,-0.01,230.5,230
1079.1,2.776,0.331,2.445,0.35,0.362,-0.012,229.5,229
1079.25,2.757,0.331,2.426,0.35,0.363,-0.013,228.7,228
1079.4,2.739,0.331,2.408,0.35,0.361,-0.011,228.4,228
1079.55,2.711,0.331,2.38,0.35,0.363,-0.013,227.2,227
1079.7,2.686,0.331,2.355,0.35,0.361,-0.011,226.9,226
1079.85,2.665,0.331,2.334,0.35,0.362,-0.012,226.1,226
1080.0,2.646,0.331,2.315,0.35,0.364,-0.014,224.9,224
1080.15,2.619,0.332,2.287,0.35,0.366,-0.016,223.7,223
1080.3,2.587,0.332,2.255,0.35,0.367,-0.017,222.5,222
1080.45,2.556,0.332,2.224,0.35,0.365,-0.015,222.1,222
1080.6,2.524,0.332,2.192,0.35,0.364,-0.014,221.4,221
1080.75,2.496,0.332,2.165,0.35,0.362,-0.012,220.9,220
1080.9,2.463,0.332,2.131,0.35,0.363,-0.013,220.0,220
1081.05,2.431,0.332,2.099,0.35,0.363,-0.013,219.3,219
1081.2,2.394,0.332,2.062,0.35,0.365,-0.015,218.0,218
1081.35,2.361,0.332,2.028,0.35,0.365,-0.015,217.2,217
1081.5,2.327,0.332,1.996,0.35,0.363,-0.013,216.8,216
1081.65,2.293,0.332,1.961,0.35,0.365,-0.015,215.5,215
1081.8,2.267,0.332,1.935,0.35,0.366,-0.016,214.5,214
1081.95,2.236,0.333,1.904,0.35,0.367,-0.017,213.4,213
1082.1,2.199,0.333,1.866,0.35,0.367,-0.017,212.3,212
1082.25,2.169,0.333,1.836,0.35,0.368,-0.018,211.1,211
1082.4,2.131,0.333,1.798,0.35,0.365,-0.015,210.8,210
1082.55,2.087,0.333,1.754,0.35,0.363,-0.013,210.3,210
1082.7,2.049,0.332,1.716,0.35,0.363,-0.013,209.5,209
1082.85,2.003,0.332,1.671,0.35,0.363,-0.013,208.7,208
1083.0,1.961,0.332,1.63,0.35,0.361,-0.011,208.4,208
1083.15,1.917,0.331,1.586,0.35,0.358,-0.008,208.4,208
1083.3,1.88,0.331,1.55,0.35,0.359,-0.009,207.7,207
1083.45,1.847,0.33,1.517,0.35,0.359,-0.009,207.1,207
1083.6,1.804,0.33,1.474,0.35,0.357,-0.007,207.1,207
1083.75,1.763,0.33,1.434,0.35,0.357,-0.007,206.7,206
1083.9,1.724,0.329,1.395,0.35,0.356,-0.006,206.5,206
1084.05,1.688,0.329,1.359,0.35,0.355,-0.005,206.3,206
1084.2,1.641,0.328,1.313,0.35,0.352,-0.002,206.8,206
1084.35,1.593,0.327,1.266,0.35,0.35,-0.0,206.9,206
1084.5,1.549,0.327,1.222,0.35,0.351,-0.001,206.7,206
1084.65,1.51,0.327,1.184,0.35,0.352,-0.002,206.5,206
1084.8,1.469,0.326,1.142,0.35,0.35,0.0,206.9,206
1084.95,1.428,0.326,1.102,0.35,0.347,0.003,207.4,207
1085.1,1.392,0.325,1.067,0.35,0.349,0.001,207.1,207
1085.25,1.342,0.325,1.017,0.35,0.347,0.003,207.6,207
1085.4,1.307,0.325,0.982,0.35,0.348,0.002,207.6,207
1085.55,1.259,0.324,0.935,0.35,0.345,0.005,208.4,208
1085.7,1.209,0.324,0.886,0.35,0.344,0.006,208.9,208
1085.85,1.163,0.323,0.841,0.35,0.341,0.009,209.8,209
1086.0,1.129,0.322,0.807,0.35,0.34,0.01,210.7,210
1086.15,1.082,0.322,0.76,0.35,0.34,0.01,211.1,211
1086.3,1.043,0.321,0.722,0.35,0.338,0.012,212.1,212
1086.45,0.999,0.32,0.679,0.35,0.337,0.013,213.0,213
1086.6,0.959,0.32,0.64,0.35,0.336,0.014,214.1,214
1086.75,0.926,0.319,0.607,0.35,0.336,0.014,214.8,214
1086.9,0.892,0.319,0.573,0.35,0.337,0.013,215.3,215
1087.05,0.849,0.319,0.53,0.35,0.337,0.013,216.1,216
1087.2,0.818,0.319,0.499,0.35,0.336,0.014,217.2,217
1087.35,0.78,0.318,0.461,0.35,0.334,0.016,218.4,218
1087.5,0.739,0.318,0.422,0.35,0.333,0.017,219.7,219
1087.65,0.697,0.318,0.38,0.35,0.333,0.017,220.5,220
1087.8,0.669,0.317,0.351,0.35,0.334,0.016,221.3,221
1087.95,0.64,0.317,0.322,0.35,0.334,0.016,222.2,222
1088.1,0.604,0.317,0.287,0.35,0.333,0.017,223.5,223
1088.25,0.575,0.317,0.258,0.35,0.332,0.018,224.7,224
1088.4,0.544,0.317,0.227,0.35,0.332,0.018,225.8,225
1088.55,0.513,0.317,0.196,0.35,0.333,0.017,226.5,226
1088.7,0.478,0.317,0.161,0.35,0.336,0.014,226.8,226
1088.85,0.454,0.317,0.137,0.35,0.335,0.015,227.9,227
1089.0,0.425,0.317,0.108,0.35,0.337,0.013,228.4,228
1089.15,0.402,0.318,0.085,0.35,0.338,0.012,228.9,228
1089.3,0.373,0.318,0.055,0.35,0.338,0.012,229.6,229
1089.45,0.35,0.318,0.032,0.35,0.338,0.012,230.4,230
1089.6,0.327,0.319,0.008,0.35,0.339,0.011,230.8,230
1089.75,0.297,0.319,-0.022,0.32,0.338,-0.018,224.2,224
1089.9,0.269,0.319,-0.05,0.29,0.339,-0.049,216.7,216
1090.05,0.252,0.319,-0.067,0.26,0.339,-0.079,207.7,207
1090.2,0.233,0.319,-0.087,0.23,0.339,-0.109,196.6,196
1090.35,0.214,0.319,-0.105,0.2,0.339,-0.139,183.9,183
1090.5,0.197,0.319,-0.123,0.17,0.339,-0.169,169.5,169
1090.65,0.176,0.319,-0.143,0.14,0.336,-0.196,154.0,154
1090.8,0.167,0.318,-0.152,0.11,0.333,-0.223,137.1,137
1090.95,0.15,0.317,-0.167,0.08,0.327,-0.247,118.9,118
1091.1,0.144,0.316,-0.172,0.05,0.324,-0.274,-58.4,0
1091.25,0.135,0.314,-0.179,0.02,0.315,-0.295,-62.9,0
1091.4,0.122,0.311,-0.189,0.0,0.309,-0.309,-65.3,0
1091.55,0.113,0.309,-0.196,0.0,0.3,-0.3,-74.1,0
1091.7,0.097,0.306,-0.209,0.0,0.292,-0.292,-72.1,0
1091.85,0.09,0.302,-0.212,0.0,0.283,-0.283,-69.8,0
1092.0,0.086,0.299,-0.212,0.0,0.276,-0.276,-68.1,0
1092.15,0.082,0.295,-0.213,0.0,0.268,-0.268,-66.1,0
1092.3,0.083,0.291,-0.208,0.0,0.261,-0.261,-64.5,0
1092.45,0.085,0.288,-0.202,0.0,0.253,-0.253,-62.3,0
1092.6,0.077,0.284,-0.207,0.0,0.248,-0.248,-61.3,0
1092.75,0.084,0.281,-0.197,0.0,0.24,-0.24,-59.3,0
1092.9,0.082,0.277,-0.195,0.0,0.232,-0.232,-57.3,0
1093.05,0.089,0.274,-0.185,0.0,0.226,-0.226,-55.6,0
1093.2,0.086,0.27,-0.184,0.0,0.22,-0.22,-54.3,0
1093.35,0.099,0.267,-0.168,0.0,0.215,-0.215,-53.1,0
1093.5,0.11,0.264,-0.154,0.0,0.21,-0.21,-51.8,0
1093.65,0.117,0.261,-0.144,0.0,0.206,-0.206,-50.8,0
1093.8,0.12,0.259,-0.139,0.0,0.202,-0.202,-49.8,0
1093.95,0.127,0.256,-0.128,0.0,0.196,-0.196,-40.8,0
1094.1,0.137,0.253,-0.116,0.0,0.191,-0.191,-39.9,0
1094.25,0.159,0.251,-0.092,0.0,0.185,-0.185,-38.6,0
1094.4,0.168,0.248,-0.079,0.0,0.18,-0.18,-37.5,0
1094.55,0.179,0.245,-0.066,0.0,0.175,-0.175,-36.6,0
1094.7,0.205,0.243,-0.038,0.0,0.173,-0.173,-36.3,0
1094.85,0.219,0.241,-0.022,0.0,0.17,-0.17,-35.7,0
1095.0,0.245,0.239,0.006,0.226,0.167,0.059,20.7,20
1095.15,0.27,0.238,0.033,0.35,0.166,0.184,46.7,46
1095.3,0.291,0.236,0.055,0.35,0.164,0.186,53.4,53
1095.45,0.316,0.235,0.081,0.35,0.159,0.191,65.3,65
1095.6,0.335,0.233,0.102,0.35,0.156,0.194,77.2,77
1095.75,0.365,0.232,0.133,0.35,0.155,0.195,88.5,88
1095.9,0.383,0.231,0.152,0.35,0.157,0.193,99.5,99
1096.05,0.417,0.23,0.186,0.35,0.157,0.193,110.7,110
1096.2,0.441,0.23,0.211,0.35,0.158,0.192,121.8,121
1096.35,0.468,0.23,0.239,0.35,0.157,0.193,133.4,133
1096.5,0.504,0.229,0.274,0.35,0.158,0.192,144.5,144
1096.65,0.527,0.229,0.298,0.35,0.157,0.193,156.0,155
1096.8,0.564,0.229,0.335,0.35,0.158,0.192,166.9,166
1096.95,0.589,0.229,0.359,0.35,0.16,0.19,177.8,177
1097.1,0.616,0.23,0.386,0.35,0.163,0.187,188.2,188
1097.25,0.656,0.231,0.425,0.35,0.168,0.182,197.9,197
1097.4,0.684,0.232,0.452,0.35,0.172,0.178,207.9,207
1097.55,0.724,0.233,0.491,0.35,0.174,0.176,217.9,217
1097.7,0.756,0.235,0.522,0.35,0.177,0.173,227.7,227
1097.85,0.79,0.236,0.554,0.35,0.181,0.169,236.8,236
1098.0,0.826,0.238,0.589,0.35,0.186,0.164,245.7,245
1098.15,0.874,0.24,0.634,0.35,0.192,0.158,254.0,253
1098.3,0.918,0.242,0.675,0.35,0.199,0.151,261.8,255
1098.45,0.96,0.245,0.716,0.35,0.204,0.146,260.7,255
1098.6,0.998,0.247,0.751,0.35,0.208,0.142,259.9,255
1098.75,1.044,0.25,0.795,0.35,0.215,0.135,258.4,255
1098.9,1.077,0.252,0.825,0.35,0.219,0.131,257.7,255
1099.05,1.117,0.254,0.863,0.35,0.223,0.127,256.7,255
1099.2,1.153,0.257,0.896,0.35,0.229,0.121,255.4,255
1099.35,1.195,0.259,0.936,0.35,0.232,0.118,255.0,254
1099.5,1.235,0.261,0.974,0.35,0.235,0.115,261.2,255
1099.65,1.274,0.264,1.01,0.35,0.241,0.109,259.8,255
1099.8,1.317,0.266,1.052,0.35,0.244,0.106,259.3,255
1099.95,1.365,0.268,1.097,0.35,0.246,0.104,258.9,255
1100.1,1.411,0.269,1.141,0.35,0.249,0.101,258.2,255
1100.25,1.458,0.271,1.187,0.35,0.253,0.097,257.5,255
1100.4,1.496,0.273,1.223,0.35,0.254,0.096,257.3,255
